,Document,SVM,Naive-Bayes
52,"b'SEC to rethink post-Enron rules\n\nThe US stock market watchdog\'s chairman has said he is willing to soften tough new US corporate governance rules to ease the burden on foreign firms.\n\nIn a speech at the London School of Economics, William Donaldson promised ""several initiatives"". European firms have protested that US laws introduced after the Enron scandal make Wall Street listings too costly. The US regulator said foreign firms may get extra time to comply with a key clause in the Sarbanes-Oxley Act.\n\nThe Act comes into force in mid-2005. It obliges all firms with US stock market listings to make declarations, which, critics say, will add substantially to the cost of preparing their annual accounts.\n\nFirms that break the new law could face huge fines, while senior executives risk jail terms of up to 20 years. Mr Donaldson said that although the Act does not provide exemptions for foreign firms, the Securities and Exchange Commission (SEC) would ""continue to be sensitive to the need to accomodate foreign structures and requirements"". There are few, if any, who disagree with the intentions of the Act, which obliges chief executives to sign a statement taking responsibility for the accuracy of the accounts. But European firms with secondary listings in New York have objected - arguing that the compliance costs outweigh the benefits of a dual listing. The Act also applies to firms with more than 300 US shareholders, a situation many firms without US listings could find themselves in.\n\nThe 300-shareholder threshold has drawn anger as it effectively blocks the most obvious remedy, a delisting. Mr Donaldson said the SEC would ""consider whether there should be a new approach to the deregistration process"" for foreign firms unwilling to meet US requirements.\n\n""We should seek a solution that will preserve investor protections"" without turning the US market into ""one with no exit"", he said. He revealed that his staff were already weighing up the merits of delaying the implementation of the Act\'s least popular measure - Section 404 - for foreign firms. Seen as particularly costly to implement, Section 404 obliges chief executives to take responsibility for the firm\'s internal controls by signing a compliance statement in the annual accounts. The SEC has already delayed implementation of this clause for smaller firms - including US ones - with market capitalisations below $700m (\xc2\xa3374m).\n\nA delegation of European firms visited the SEC in December to press for change, the Financial Times reported.\n\nIt was led by Digby Jones, director general of the UK\'s Confederation of British Industry (CBI) and included representatives of BASF, Siemens and Cadbury Schweppes. Compliance costs are already believed to be making firms wary of US listings. Air China picked the London Stock Exchange for its secondary listing in its $1.07bn (\xc2\xa3558m) stock market debut last month. There are also rumours that two Chinese state-run banks - China Construction Bank and Bank of China - have abandoned plans for multi-billion dollar listings in New York later this year. Instead, the cost of Sarbanes-Oxley has persuaded them to stick to a single listing in Hong Kong, according to press reports in China.\n'",business,business
53,"b'Hewitt overcomes wobble in Sydney\n\nLleyton Hewitt gave himself the perfect preparation for next week\'s Australian Open with victory over Ivo Minar in the final of the Sydney International.\n\nThe defending champion brushed aside the Czech qualifier 7-5 6-0. The Australian world number three strolled to the first five games of the match but was shocked as Minar won the next five. The top seed was rattled but recovered to close out the set and raced to victory in exactly an hour. ""It was a strange match . . . momentum swings,"" said Hewitt. ""I felt like I came out of the blocks extremely well, but then he loosened up a bit. ""When he got back to 5-5, I had to try to settle down and take it up a notch, and I was able to do that.""\n\nHewitt has now lifted the Sydney title four times in the last six years. ""It just keeps getting better and better every year,"" Hewitt said. ""I\'ve only played this tournament four times and I\'ve won it four times."" Hewitt went into the final as a short-priced favourite to clinch his 24th career title after dropping only one set all week. He is set to meet Frenchman Arnaud Clement in the first round of the Australian Open. Minar, ranked 158th in the world, was forced to pull out of the Australian Open qualifying draw to play in his first ATP final. ""For me, this was a big success,"" said the 20-year-old. ""I was so nervous last night I couldn\'t sleep. I\'ve never played a top-10 player before. ""I wanted to play qualifying in Melbourne, but it\'s Saturday and I\'m still here. But this is a main draw and I need the points and the money."" Alicia Molik takes on Samantha Stosur in an all-Australian women\'s final later on Saturday.\n'",sport,sport
54,"b'Visa row mandarin made Sir John\n\nThe top civil servant at the centre of the David Blunkett visa affair has been knighted in the New Year Honours.\n\nSir John Gieve was Home Office permanent secretary during the saga which ended with Mr Blunkett quitting. He and other civil servants were criticised for failing to recall how the visa for Mr Blunkett\'s ex-lover\'s nanny came to be fast-tracked. The outgoing head of the troubled Child Support Agency Doug Smith also earns an honour in the New Year\'s list. Mr Smith, 57, whose retirement was announced by Work and Pensions Secretary Alan Smith in November, is made a Commander of the Order of Bath.\n\nBoth men were giving evidence to a Commons committee on the computer difficulties facing the agency, which left thousands of single parents without any maintenance payments, when the announcement was made. The knighting of Sir John, 54, will be received with astonishment by opposition politicians.\n\nThe Liberal Democrats said it ""beggared belief"" he and fellow officials could not remember how Leoncia Casalme\'s application for indefinite leave to remain went from Mr Blunkett\'s office to the head of the Immigration and Nationality Department. Meanwhile, the Conservatives accused officials of a ""collective failure"" of memory. But Sir Alan Budd, who led an inquiry into the affair, said he had no reason to believe anyone involved had deliberately withheld information.\n\nDowning Street defended the decision to honour both men, with a spokesperson saying: ""You have to look at their whole career."" Sir John was made permanent secretary in April 2001 following a Civil Service career which dates back to 1974. He has also worked in the Treasury and the Department of Employment. A Department for Work and Pensions spokeswoman said of Mr Smith\'s honour: ""The award reflects all that he has achieved in a Civil Service career, principally in the Inland Revenue, spanning over 40 years - not just his role as chief executive of the Child Support Agency.\n\n""In his career he has personally led a number of successful major change programmes."" Mr Smith is set to stay on at the CSA until March. Less controversial will be the knighthoods for Derek Wanless and Mike Tomlinson, who undertook major government reviews on health and education respectively. Former NatWest chief executive Mr Wanless, 57, has delivered not one but two major reports on the NHS. Ex-chief inspector of schools Mr Tomlinson, 62, has recommended replacing A-Levels and GCSEs with a new diploma system in a shake-up of the exams system.\n'",politics,politics
55,"b'Labour seeks to quell feud talk\n\nLabour\'s leadership put on a show of unity at a campaign poster launch after MPs criticised Tony Blair and Gordon Brown over reports of their rift.\n\nMr Brown was joined at the launch by John Prescott and Alan Milburn, the man controversially put in charge of election planning by Mr Blair. A private meeting on Monday saw normally loyal MPs warn that feuding could jeopardise their election hopes. It follows a new book charting disputes between prime minister and chancellor.\n\nThe event was the first time Mr Milburn has shared a platform with the chancellor since taking Mr Brown\'s traditional poll planning role. But the pair chatted amicably and Mr Brown insisted he was happy with his current campaign task. Asked about how he would deal with claims that he did not trust the prime minister, Mr Brown replied: ""You can see that our record on the economy is about the British people trusting us to run the economy.""\n\nHe refused to comment on the new book, saying nobody should be distracted from the business of government. Mr Brown later told reporters: ""Of course I trust the prime minister."" Downing Street cited that comment when reporters\' suggested Mr Brown had pointedly failed to deny claims he had once told Mr Blair: ""There is nothing you could ever say to me now that I could ever believe"". Labour\'s new posters say Britain is enjoying the lowest inflation since the 1960s, lowest unemployment for 29 years and the lowest mortgage rates for 40 years. They urge voters not to let the Tories take things backwards. Mr Milburn promised a poll campaign ""which is upbeat, confident and above all else optimistic about the future of our country"".\n\nConservative co-chairman Liam Fox derided the photo call, saying: ""The show of unity was the worst acting I have seen since Prisoner Cell Block H."" Labour had broken promises by raising taxes 66 times and brought the slowest economic growth in the English-speaking world, he said.\n\nThe prime minister and chancellor faced backbench discontent at Monday\'s meeting of the Parliamentary Labour Party over claims made in journalist Robert Peston\'s new book. Mr Blair told MPs and peers: ""I know from everyone here, in Cabinet and government, nothing is going to get in the way of a unified Labour Party with a unified position and winning the third term people desperately need."" Labour\'s Paul Flynn said the pair had had a ""scorching"" from MPs.\n\nOn Tuesday, deputy prime minister Mr Prescott told BBC News: ""They told us very clearly, it was the troops telling the leaders: get in line."" The new book claims Mr Prescott hosted a dinner in November 2003 where the prime minister told Mr Brown he would stand down before the next election because he had lost trust over the Iraq war. Mr Blair then changed his mind in June 2004, after Cabinet allies intervened and amid suspicion the chancellor was manoeuvring against him, writes Mr Peston. Mr Prescott said there was a dinner but the discussions were confidential. ""Of course as a waiter for 10 years I have a professional ability here,"" he joked.\n'",politics,politics
56,"b'Tories unveil quango blitz plans\n\nPlans to abolish 162 quangos have been unveiled by the Conservatives as part of their effort to show how government red tape can be cut.\n\nSix government units would also be scrapped under proposals which the Tories say would save more than \xc2\xa34.3bn. Among the targets are strategic health authorities and the new fair access regulator for universities. Tory frontbencher John Redwood said Britain needed a slimmer government and lower taxes to be competitive.\n\nThe plans would abolish regional assemblies and other regional bodies, such as boards tackling industrial development and housing. Their powers would be returned to elected local councils or national government. The Tories say the strategic health authorities are not needed as it is better that local people, rather than officials, run hospitals and surgeries.\n\nAnnouncing the plans, Mr Redwood said: ""Mr Blair has forgotten the interests of taxpayers, and has broken the pledges he made. ""Far from improving public services, spending taxpayers\' money on quangos has led only to more bureaucrats, more regulation and higher taxes."" His party leader, Michael Howard, argued a change in direction was needed to get a grip on spending. ""Labour are creating Two Britains: the Britain of the forgotten majority and bureaucratic Britain,"" he said. ""In the real world, people are working harder just to stand still. They\'ve seen their pensions knocked for six. ""They\'re being squeezed by extra taxes. The forgotten majority are paying the price of bureaucratic Britain.""\n\nThe government has announced plans to cut 100,000 civil servants as part of its efficiency drive. But Chief Secretary to the Treasury Paul Boateng attacked the Tory plans. ""The Conservatives are committed to cutting Labour\'s public spending plans by a massive \xc2\xa335 billion,"" he said. ""Cuts on this scale cannot be found from cutting \'bureaucracy\' but would require massive cuts to front-line public services such as schools, hospitals and the police."" The Liberal Democrats have said they would cut the number of Whitehall departments to make sure money reaches frontline services.\n'",politics,politics
57,"b'Manchester wins Labour conference\n\nThe Labour Party will hold its 2006 autumn conference in Manchester and not Blackpool, it has been confirmed.\n\nThe much trailed decision was ratified by Labour\'s ruling National Executive Committee in a break with the traditional choice of a seaside venue. It will be the first time since 1917 that the party has chosen Manchester to host the annual event. Blackpool will get the much smaller February spring conference instead in what will be seen as a placatory move.\n\nFor years the main political parties have rotated between Blackpool, Bournemouth and Brighton. And the news the much larger annual conference is not to gather in Blackpool will be seen as a blow in the coastal resort. In 1998 the party said it would not return to Blackpool but did so in 2002. The following year Bournemouth hosted the event before the party signed a two year deal for Brighton to host the autumn conference.\n\nColin Asplin, Blackpool Hotel Association said: ""We have tried very hard to make sure they come back to Blackpool. ""Obviously we have failed in that. I just hope Manchester can handle the crowds. ""It amazes me that the Labour Party, which is a working class party, doesn\'t want to come to the main working class resort in the country."" The exact cost to Blackpool in terms of lost revenue for hotel accommodation is not yet known but it is thought that block bookings will be taken at the major Manchester hotels after the official announcement.\n'",politics,politics
58,"b'Wenger steps up row\n\nArsene Wenger has stepped up his feud with Sir Alex Ferguson by claiming the Manchester United manager is guilty of bringing football into disrepute.\n\nThe pair\'s long-running row was put back in the headlines on Saturday when Ferguson said his Arsenal counterpart was ""a disgrace"". Wenger initially refused to bite back, saying only: ""I will never answer any questions any more about this man."" But now he claims Ferguson should be punished by the Football Association. The latest twist in the Ferguson-Wenger saga came on Saturday when the United boss, in an interview with The Independent newspaper, discussed the events after the game between the two sides in October. United won 2-0 that day, at Old Trafford, but the game was followed by a now notorious food fight which saw Ferguson\'s clothes covered in soup and pizza. The sides meet again at Highbury on 1 February. ""In the tunnel Wenger was criticising my players, calling them cheats, so I told him to leave them alone and behave himself,"" Ferguson said on Saturday. ""He ran at me with hands raised saying \'what do you want to do about it?\' ""To not apologise for the behaviour of the players to another manager is unthinkable. It\'s a disgrace, but I don\'t expect Wenger to ever apologise, he\'s that type of person.""\n\nThose allegations were put to Wenger after Saturday\'s game at Bolton, which Arsenal lost to slip 10 points behind Chelsea in the title race. At first he said only: ""I\'ve always been consistent with that story and told you nothing happened. ""If he has to talk, he talks. If he wants to make a newspaper article, he makes a newspaper article. ""He doesn\'t interest me and doesn\'t matter to me at all. I will never answer to any provocation from him any more. ""He does what he likes in England anyway. He can go abroad one day and see how it is."" But later on Saturday, according to The Independent, Wenger spoke to a smaller group of reporters and expanded on his reaction. ""I have no diplomatic relations with him,"" the Arsenal boss is quoted as saying. ""What I don\'t understand is that he does what he wants and you (the press) are all at his feet.\n\n""The situation (concerning the food fight) has been judged and there is a game going on in a month. ""The managers have a responsibility to protect the game before the game. But in England you are only punished for what you say after the game. ""Now the whole story starts again. I don\'t go into that game. We play football. I am a football manager and I love football above all ... no matter what people say."" Reminded that Ferguson called him ""a disgrace"", Wenger added: ""I don\'t respond to anything. In England you have a good phrase. It is \'bringing the game into disrepute\'. ""But that is not only after a game, it is as well before a game.""\n\nFerguson had also claimed that United chief executive David Gill and Arsenal vice-chairman David Dein had agreed at boardroom level not to discuss the incident in public. But Ferguson added: ""In the ensuing weeks all you got was a diatribe from Arsenal about being kicked off the pitch and all that nonsense. Gill phoned Dein three times to complain but nothing was done. ""The return is on 1 February and they will come out with another diatribe. ""David Gill and I feel we should set the record straight because Arsenal have not written to us to apologise and we would not let that happen here."" Meanwhile, the League Managers Association have offered to act as peacemakers in the hope of resolving the on-going row. During that stormy game in October, United striker Ruud van Nistelrooy caught Arsenal\'s Ashley Cole with one particularly strong tackle. Wenger later accused Van Nistelrooy of ""cheating"" and was fined \xc2\xa315,000 and ""severely reprimanded"" by the Football Association. Ferguson admitted on Saturday that Van Nistelrooy\'s tackle, which earned the Dutchman a ban, ""could have given (Cole) a serious injury"", but he believes Arsenal were the main aggressors.\n\n""Wenger is always complaining the match was not played in the right spirit,"" he added. ""They are the worst losers of all time, they don\'t know how to lose. Maybe it is just Manchester United, they don\'t lose many games to other teams. ""We tend to forget the worst disciplinary record of all time was Arsenal\'s up until last season. In fairness it has improved and now they are seen as paragons of virtue. ""But to Wenger it never happens, it is all some dream or nightmare.""\n'",sport,sport
59,"b'Lesotho textile workers lose jobs\n\nSix foreign-owned textile factories have closed in Lesotho, leaving 6,650 garment workers jobless, union officers told the AP news agency.\n\nFactory Workers Union secretary general Billy Macaefa blamed the closures on the end of worldwide textile quotas. The quotas for developing nations, ended on 1 January, gave them a set share of the rich countries\' markets. They also limited the amount countries like China could export to the big markets of the United States and EU.\n\n""We understand that some (owners)... were complaining that the South African rand was strong against the US dollar, and they were losing when exporting textiles and clothing to the United States,"" Mr Macaefa said at a news briefing in the capital, Maseru. Lesotho\'s currency, the maloti, is fixed to the rand. ""But we suspect that they left the country unceremoniously because of the end of quotas introduced by the World Trade Organization."" He said the six factories were Leisure Garments, Modern Garments, Precious Six Garments, TW Garments, Lesotho Hats and Vogue Landmark. The owners - two from Taiwan, two from China, one from Mauritius and one from Malaysia - left over the December holiday period without informing or paying their employees, he said.\n\nUnion leaders and trade campaigners have been warning that developing nations such as Lesotho, Sri Lanka, and Bangaldesh could lose thousands of jobs once the quotas were lifted. In the mountainous country surrounded by South Africa, it is feared as many as 50,000 textile workers could lose their jobs, and Mr Mafeca said he expected more companies to leave. The assistance of a US law had given Lesotho\'s textiles duty-free access to North American markets. The African Growth and Opportunity Act (AGOA), gave sub-Saharan countries preferential access to the US market for apparel and textile products as well as a wide range of other goods. A Lesotho government news briefing is expected on Wednesday.\n'",business,business
60,"b'Brown to outline presidency goals\n\nNext year will be ""make or break"" for development in poorer countries Gordon Brown will say as he sets out UK goals for its EU and G8 presidencies.\n\nThe chancellor is due to outline a series of key targets the government will be judged on in 2005. They will include doubling aid from donor countries and eliminating debt owed by the poorest nations. Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.\n\nHe also wants the richer countries to do more to help the development of vaccines for Aids and malaria. The chancellor is travelling to America next week as part of his persuasion drive over the issue. He told BBC Radio 4\'s Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiteracy, of poverty, particularly in Africa but right through the developing countries.""\n\nHis proposals were effectively a new ""Marshall Plan"" for the world, including an international finance facility, which would issue bonds in an attempt to double global aid cash to $100bn a year. Agreement in the Doha development talks could also give developing nations the trading ability they needed, he argued. The European Union\'s Common Agricultural Policy had caused aggravated trade problems, he said, but there was now an agreement to end export subsidies.\n\nMr Brown said much had been achieved on issues such as debt relief in the last seven years. But with 30,000 children were dying unnecessarily every day more was needed, including 100% debt relief multilaterally. ""That is why next year is a test,"" he said. ""If after five years of making promises the world is not prepared to honour them, then people will be justified in saying they promised but they did not produce results."" The Catholic aid agency Cafod will host Mr Brown\'s speech on Wednesday.\n\nCafod wants Britain to use its influence to pressure countries like the US to make firm commitments to tackle global poverty. Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption. Oxfam\'s Paying the Price report this week said 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels. The charity\'s director, Barbara Stocking, said: ""2005 offers the chance for an historic breakthrough, but unless world leaders act now the year will end in shameful failure."" The report said the G8 of top industrialised nations had agreed in 1970 to spend 0.7% of their incomes on aid.\n\nBut 34 years later none of the organisations members had reached this target and many had not yet set a timetable. Mr Blair, who has described Africa as a ""scar"" on the world\'s conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic. But Band Aid founder Bob Geldof in July said he was sick of hearing ""guff"" about scars on the world. It was pathetic that Britain was the 4th richest country in the world but only the 11th most generous aid donor, he added. Conservative shadow international development secretary Alan Duncan accused Mr Brown of missing his target on providing anti-retroviral drug treatment to three million Africans by 2005. Instead, only 500,000 people would benefit, he said. ""There\'s no point in him demanding praise and adulation for setting a whole new raft of targets when he has so woefully failed to meet the ones he already has,"" added Mr Duncan.\n'",politics,politics
61,"b'China\'s Shanda buys stake in Sina\n\nChinese online game operator Shanda Interactive Entertainment has bought a 20% stake in Sina, the country\'s biggest internet portal firm.\n\nThe move may be a precursor to a full takeover, with analysts saying that a better-known international firm may also now show an interest in Sina. Shanda said that it may boost its stake in Sina, even buying it outright. A merger would create a firm that offers online role-playing games, news, entertainment and wireless messaging.\n\nSina said that the purchase of a stake by Shanda would have no impact on its business.\n\nThe board of directors said in a statement that it would ""continue to act in the best interests of all the company stakeholders, including shareholders, employees and customers"". Both companies are listed on the New York Stock Exchange\'s (NYSE) technology-dominated Nasdaq index. In a filing with the US Securities and Exchange Commission, Sina said its shares were purchased between 12 January and 10 February for about $230m. Rumours about a possible takeover boosted Sina\'s shares by more than 10% on Friday. They added an extra 6.4% to $27.24 in electronic trading after the trading session had finished. And there may be more gains amid bid speculation when trading resumes in New York on Tuesday after Monday\'s public holiday, analysts forecast. ""There could still be some potential parties that could still counter bid,"" said Wallace Cheung, an analyst at DBS Vickers. ""Even though Shanda has 20% of Sina, they still have quite a long way to take full control."" However, Mr Cheung noted that a foreign company trying to take control of a Chinese internet portal firm, with its ability to filter and pass on news, may not be viewed very favourably by Beijing.\n'",business,business
62,"b'Ebbers denies WorldCom fraud\n\nFormer WorldCom chief Bernie Ebbers has denied claims that he knew accountants were doctoring the books at the firm.\n\nSpeaking in court, Mr Ebbers rejected allegations he pressured ex-chief financial officer Scott Sullivan to falsify company financial statements. Mr Sullivan ""made accounting decisions,"" he told the federal court, saying his finance chief had ""a keen command of the numbers"". Mr Ebbers has denied charges of fraud and conspiracy. During his second day of questioning in the New York trial Mr Ebbers played down his working relationship with Mr Sullivan and denied he frequently met him to discuss company business when questioned by the prosecution.\n\n""In a lot of weeks, we would speak ... three or four times,"" Mr Ebbers said, adding that conversations about finances were rarely one-on-one and were usually discussed by a ""group of people"" instead.\n\nMr Ebbers relationship to Mr Sullivan is key to the case surrounding financial corruption that led to the collapse of the firm in 2002 following the discovery of an $11bn accounting fraud. The prosecution\'s star witness is Mr Sullivan, one of six WorldCom executives indicted in the case, He has pleaded guilty to fraud and appeared as a prosecution witness as part of an agreement with prosecutors. During his time on the witness stand Mr Sullivan repeatedly told jurors he met frequently with Mr Ebbers, told him about changes made to WorldCom\'s accounts to hide costs and had warned him such practises were improper. However during the case on Tuesday Mr Ebbers denied the allegations. ""I wasn\'t advised by Scott Sullivan of anything ever being wrong,"" he told the court. ""He\'s never told me he made an entry that wasn\'t right. If he had, we wouldn\'t be here today."" Mr Ebbers could face a jail sentence of up to 85 years if convicted of all the charges he is facing. Shareholders lost about $180bn in WorldCom\'s collapse, 20,000 workers lost their jobs and the company went bankrupt. The company emerged from bankruptcy last year and is now known as MCI.\n'",business,business
63,"b'Fannie Mae \'should restate books\'\n\nUS mortgage company Fannie Mae should restate its earnings, a move that is likely to put a billion-dollar dent in its accounts, watchdogs have said.\n\nThe Securities & Exchange Commission accused Fannie Mae of using techniques that ""did not comply in material respects"" with accounting standards. Fannie Mae last month warned that some records were incorrect. The other main US mortgage firm Freddie Mac restated earnings by $5bn (\xc2\xa32.6bn) last year after a probe of its books. The SEC\'s comments are likely to increase pressure on Congress to strengthen supervision of Fannie Mae and Freddie Mac.\n\nThe two firms are key parts of the US financial system and effectively underwrite the mortgage market, financing nearly half of all American house purchases and dealing actively in bonds and other financial instruments. The investigation of Freddie Mac in June 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the Office of Federal Housing Enterprise Oversight (OFHEO), the industry\'s main regulator. Having been pricked into action, the OFHEO turned its attention to Fannie May and in September this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on. The SEC found similar problems. The watchdog\'s chief accountant Donald Nicolaisen said that ""Fannie Mae\'s methodology of assessing, measuring and documenting hedge ineffectiveness was inadequate and was not supported"" by generally accepted accounting principles.\n'",business,business
64,"b'Media gadgets get moving\n\nPocket-sized devices that let people carry around video and images are set to have a big year in 2005, according to industry experts.\n\nLast year saw the emergence of portable media players, such as the Windows-based Creative Zen portable media player, the Samsung Yepp, the iRiver PMC-100, and the Archos AV400 series among others. But this year, they are set to get smarter and more connected, to allow people to find more video to watch on them. Archos launched its latest range of its Linux-based portable media devices at the Consumer Electronics Show in Las Vegas on Friday. Dubbed the Pocket Media Assistant PMA430, it crucially has wi-fi capability built-in for the first time. ""Consumers are showing a great thirst for devices that store all their media in one place for anywhere access,"" said Henri Crohas, chief of Archos. ""And now those consumers can stay connected and productive at the same time."" Archos said the focus for the device is to be the second gadget in people\'s pockets, after the mobile.\n\nUnlike Windows-based players, the Archos AV400 series devices have always been able to record from any video source, such as TVs, as well as playback. The content put onto the devices is copy protected so cannot then be swapped to another device.\n\nRecording is perhaps a crucial functionality for those who have not seen the point of portable video if there is not a lot of video to watch on it. And wi-fi connectivity opens up the possibility of content delivery via a high-speed wireless link. Archos also announced that it would open up the software development kit to Linux developers so that more applications could be created for the device. Microsoft also made some announcements in the portable media arena at CES, primarily for US consumers though. It has agreed a content deal with personal video recorder company TiVo, which Bill Gates also showcased in his keynote speech at CES. The TiVo To Go service means that US consumers will be able to take any programmes they record on their TiVos and transfer it for free to watch on any of the Windows-based portable media players or smartphones. It also said it had launched a service with MTV to let people watch Comedy Central, VH1 and Country Music TV on its devices. And a service is launching with MSN to provide people with shortened versions of news, entertainment and other video on a subscription basis for download via the PC onto the portable devices. But the ability to record directly from TV, VCR, and digital cable and satellite boxes, which Windows-based devices do not offer, certainly gives people more content to watch on the go too.\n\nThe increased capability of these devices, and the content deals that are being done, may go some way to persuading people to use them. Recent research by Jupiter suggested that people would prefer a device that was dedicated to music. Only 13% of Europeans wanted to watch video while on the move. More seemed interested in spending their cash on music-only devices.\n\n""This year, we are ready for an explosion of portable media,"" Microsoft\'s Mike Coleman told the BBC News website. ""We are very bullish about it. The fact that I can put photos on here too and share them is super-cool to the consumer,"" he added. The fact that Europeans are far larger public transport users than Americans is one reason why portable media will take off in the coming year too. There is a burgeoning market there for commuters to watch news and other programmes on their way to work. Although Microsoft\'s content distribution deals are for the US market at the moment, talks were ""always on-going"" with European content suppliers to offer similar services. Various rights management issues have to be ironed out first however. But that does not prevent people from finding ways to create their own content to share online and swap on portable devices, particularly via those which are wi-fi enabled. The possibility is open for non-professional makers of video and audio to take advantage of the growing portable media market to distribute their work. CES, which runs from 6 to 9 January, showcases more than 50,000 new gadgets that will be hitting the shelves in 2005.\n'",tech,tech
65,"b'Plan to give elderly care control\n\nElderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.\n\nMinisters say elderly and disabled people themselves, not social workers, should be able to decide on their care and stay in their own homes. They also plan a supremo for adult services in each English area to get different agencies working together. But the government shunned opponents\' calls for free long-term care.\n\nThere are 1.7m people needing care in England and ministers suggest the number could quadruple by 2050. Monday\'s consultation paper on social care for adults in England is aimed at ending a system which generates dependency. Health Minister Stephen Ladyman said: ""This document is the antithesis of the nanny state.\n\n""It\'s about taking power away from the state and giving it to individuals and saying that we will help you make these decisions but we are not going to make them for you any more."" The government has already allowed local councils to give people money so they can pay for their services directly but take-up of the scheme has been ""disappointing"".\n\nMinisters say the new plans would make direct payments simpler and try to counter reluctance in some local councils to use the payments. They also want to set up a new ""half-way house"" where social workers tell people how much money is available for their care and help them choose how to spend that ""individual budget"". The scheme will be funded on existing budgets set until 2008. But Mr Ladyman said the plans could deliver savings in some areas, such as freeing up NHS beds and preventing illnesses. He ruled out free personal care in England - which is on offer in Scotland and Wales, saying it was ""unsustainable"".\n\nDavid Rogers, from the Local Government Association, said agencies were working together on the kind of innovation proposed by the government. And Tony Hunter, president of the Association of Directors of Social Services, said the plans could improve dignity and well-being for thousands of people. But Age Concern argued social care was chronically under-funded and older people were being offered choice in principle, but not in practice. Its director general, Gordon Lishman, said: ""Direct payments will not work if there are no services for people to choose from locally.""\n\nThe Tories say people who pay for three years\' long-term care directly or through insurance should be guaranteed free care for the rest of their lives. Tory spokesman Simon Burns said more than 80,000 long term care places had been lost since 1997. ""After eight years of persistent change, dogmatic enforcement of regulation, and overbearing government initiatives - we need action, not a vision,"" said Mr Burns. The Lib Dems say they would fund free personal care by a new 50% tax rate on incomes over \xc2\xa3100,000. Health spokesman Paul Burstow said: ""Promoting independence sounds good and helping people to live in their own homes is a goal we share. ""But the risk is that independence can turn into isolation if the right support and care is not available.""\n'",politics,politics
66,"b'\'Standoff\' on Deutsche\'s LSE bid\n\nDeutsche Boerse investors unhappy with its London Stock Exchange bid will have no chance to throw out the exchange\'s management until May, Reuters says.\n\nThe Sunday Times reported that hedge funds TCI and Atticus were planning to demand the removal of the group\'s chairman and chief executive. But Deutsche Boerse told news agency Reuters such a move would have to wait until May\'s annual general meeting. Investors want Deutsche to return cash to shareholders rather than bid. ""We are long-term investors and are experienced in removing management. We are not scared to take this to its conclusion this time,"" Atticus\' David Slager told the Sunday Times. However, Deutsche Boerse told Reuters: ""TCI\'s request for the removal of the supervisory board will be considered at the annual general meeting on May 25.""\n\nThe Sunday Times reported that TCI had been drawing up a list of heavyweight executives to replace Deutsche\'s chairman Rolf Breuer and chief executive Werner Seifert. The group owns more than 5% of Deutsche - more than enough to demand an extraordinary general meeting to call on shareholders to oust the German exchange\'s management. Under German law Deutsche does not need investor backing to make a takeover bid. TCI and Atticus have opposed the LSE bid for some time saying it would destroy shareholder value, and would be better spent on a share buyback. Deutsche is in competition with pan-European bourse Euronext to take over the London exchange. Many commentators have suggested a bidding war between the two could break out. However, any such move would have to wait until March when the Office of Fair Trading completes an investigation into the competition aspects of the pair\'s takeover proposals.\n'",business,business
